loss,accuracy,val_loss,val_accuracy,lr
0.5007437467575073,1.0,0.8865007758140564,0.8424999713897705,1e-05
0.5007210969924927,1.0,0.886900007724762,0.8425999879837036,1e-05
0.5006874799728394,1.0,0.8872241973876953,0.8428000211715698,1e-05
0.5006648302078247,1.0,0.887485146522522,0.8425999879837036,1e-05
0.5006117224693298,1.0,0.8877999782562256,0.8422999978065491,1e-05
0.5005929470062256,1.0,0.8882874846458435,0.8421000242233276,1e-05
0.5005617141723633,1.0,0.8888132572174072,0.8417999744415283,1e-05
0.5005523562431335,1.0,0.8891390562057495,0.8417999744415283,1e-05
0.5005429983139038,1.0,0.889564037322998,0.8413000106811523,1e-05
0.5005171895027161,1.0,0.8900156021118164,0.8410999774932861,1e-05
0.5005140900611877,1.0,0.8904047012329102,0.8411999940872192,1e-05
0.5005109310150146,1.0,0.8910539150238037,0.8410000205039978,1e-05
0.5005046725273132,1.0,0.8912187218666077,0.8406000137329102,1e-05
0.5005015730857849,1.0,0.8918461203575134,0.840499997138977,1e-05
0.5004984140396118,1.0,0.8923593759536743,0.8402000069618225,1e-05
0.5004984140396118,1.0,0.8928968906402588,0.8399999737739563,1e-05
0.5004953145980835,1.0,0.8933515548706055,0.840399980545044,1e-05
0.5004953145980835,1.0,0.893929660320282,0.8406000137329102,1e-05
0.5004953145980835,1.0,0.8944820165634155,0.8409000039100647,1e-05
0.5004953145980835,1.0,0.8950101733207703,0.8414000272750854,1e-05
0.5004953145980835,1.0,0.895451545715332,0.8413000106811523,1e-05
0.5004953145980835,1.0,0.8962171673774719,0.8414000272750854,1e-05
0.5004953145980835,1.0,0.8965452909469604,0.8414000272750854,1e-05
0.5004953145980835,1.0,0.8971609473228455,0.8407999873161316,1e-05
0.5004953145980835,1.0,0.8979132771492004,0.8407999873161316,1e-05
0.5004953145980835,1.0,0.8984671831130981,0.8407999873161316,1e-05
0.5004953145980835,1.0,0.8991327881813049,0.8406999707221985,1e-05
0.5004890561103821,1.0,0.899749219417572,0.840499997138977,1e-05
0.5004859566688538,1.0,0.9004421830177307,0.8406000137329102,1e-05
0.5004859566688538,1.0,0.9010335803031921,0.8402000069618225,1e-05
0.5004827976226807,1.0,0.901673436164856,0.8398000001907349,1e-05
0.5004827976226807,1.0,0.9021257758140564,0.8396000266075134,1e-05
0.5004859566688538,1.0,0.9030195474624634,0.8395000100135803,1e-05
0.5004796981811523,1.0,0.9034718871116638,0.8396000266075134,1e-05
0.5004859566688538,1.0,0.9042500257492065,0.8385999798774719,1e-05
0.5004827976226807,1.0,0.9049656391143799,0.8382999897003174,1e-05
0.5004796981811523,1.0,0.9055343866348267,0.8384000062942505,1e-05
0.5004734396934509,1.0,0.9061734080314636,0.838100016117096,1e-05
0.5004765391349792,1.0,0.9068640470504761,0.8379999995231628,1e-05
0.5004765391349792,1.0,0.9075710773468018,0.838100016117096,1e-05
0.5004703402519226,1.0,0.9083476662635803,0.8379999995231628,1e-05
0.5004671812057495,1.0,0.9089023470878601,0.8381999731063843,1e-05
0.5004640817642212,1.0,0.9097054600715637,0.8378999829292297,1e-05
0.5004671812057495,1.0,0.9103367328643799,0.8375999927520752,1e-05
0.5004671812057495,1.0,0.9110898375511169,0.8374000191688538,1e-05
0.5004609227180481,1.0,0.9118577837944031,0.8371999859809875,1e-05
0.5004515647888184,1.0,0.9126718640327454,0.8366000056266785,1e-05
0.5004422068595886,1.0,0.9133265614509583,0.8367000222206116,1e-05
0.5004453063011169,1.0,0.9141570329666138,0.8366000056266785,1e-05
0.5004422068595886,1.0,0.9148828387260437,0.8360999822616577,1e-05
0.5004390478134155,1.0,0.9157265424728394,0.8356000185012817,1e-05
0.5004422068595886,1.0,0.9166695475578308,0.8353000283241272,1e-05
0.5004390478134155,1.0,0.9172687530517578,0.8348000049591064,1e-05
0.5004296898841858,1.0,0.9182484149932861,0.8342999815940857,1e-05
0.5004296898841858,1.0,0.9189281463623047,0.8337000012397766,1e-05
0.5004109144210815,1.0,0.9197421669960022,0.8337000012397766,1e-05
0.500417172908783,1.0,0.9206859469413757,0.8337000012397766,1e-05
0.500420331954956,1.0,0.9214523434638977,0.8335000276565552,1e-05
0.5004078149795532,1.0,0.9221296906471252,0.8327000141143799,1e-05
0.5004047155380249,1.0,0.9231827855110168,0.8324999809265137,1e-05
0.5004015564918518,1.0,0.9237984418869019,0.8317000269889832,1e-05
0.5003921985626221,1.0,0.9246031045913696,0.8317000269889832,1e-05
0.5003921985626221,1.0,0.9254406094551086,0.8320000171661377,1e-05
0.5003828406333923,1.0,0.9264093637466431,0.8317000269889832,1e-05
0.5003921985626221,1.0,0.9272265434265137,0.8309999704360962,1e-05
0.5003765821456909,1.0,0.928026556968689,0.8307999968528748,1e-05
0.5003609657287598,1.0,0.9289171695709229,0.830299973487854,1e-05
0.5003703236579895,1.0,0.9296562671661377,0.8296999931335449,1e-05
0.5003640651702881,1.0,0.9304718971252441,0.829200029373169,1e-05
0.5003671646118164,1.0,0.9313609600067139,0.8294000029563904,1e-05
0.5003671646118164,1.0,0.9322375059127808,0.8292999863624573,1e-05
0.5003609657287598,1.0,0.9331547021865845,0.8289999961853027,1e-05
0.5003547072410583,1.0,0.9339671730995178,0.8288999795913696,1e-05
0.5003452897071838,1.0,0.9348812699317932,0.8288999795913696,1e-05
0.5003452897071838,1.0,0.9358609318733215,0.8282999992370605,1e-05
0.5003296732902527,1.0,0.9367359280586243,0.828000009059906,1e-05
0.5003390908241272,1.0,0.9376124739646912,0.8274999856948853,1e-05
0.5003296732902527,1.0,0.9383249878883362,0.8277000188827515,1e-05
0.5003390908241272,1.0,0.9392390847206116,0.8273000121116638,1e-05
0.500320315361023,1.0,0.9399781227111816,0.8277000188827515,1e-05
0.5003077983856201,1.0,0.9410531520843506,0.8270000219345093,1e-05
0.5003046989440918,1.0,0.9419406056404114,0.826200008392334,1e-05
0.5002984404563904,1.0,0.9431187510490417,0.8258000016212463,1e-05
0.5003109574317932,1.0,0.9440062642097473,0.8256999850273132,1e-05
0.5002984404563904,1.0,0.9448453187942505,0.8248999714851379,1e-05
0.5002984404563904,1.0,0.9456718564033508,0.8241000175476074,1e-05
0.5002672076225281,1.0,0.9464593529701233,0.8238999843597412,1e-05
0.5002765655517578,1.0,0.947307825088501,0.8235999941825867,1e-05
0.5002859234809875,1.0,0.948006272315979,0.8228999972343445,1e-05
0.5002859234809875,1.0,0.9487422108650208,0.8230000138282776,1e-05
0.5002734661102295,1.0,0.9495031237602234,0.8223999738693237,1e-05
0.500264048576355,1.0,0.9506562352180481,0.8213000297546387,1e-05
0.5002546906471252,1.0,0.9519203305244446,0.8210999965667725,1e-05
0.5002515912055969,1.0,0.9532734155654907,0.8205999732017517,1e-05
0.5002577900886536,1.0,0.9545140862464905,0.8202000260353088,1e-05
0.5002577900886536,1.0,0.955790638923645,0.8199999928474426,1e-05
0.5002734661102295,1.0,0.9572062492370605,0.8198999762535095,1e-05
0.5002890825271606,1.0,0.9574078321456909,0.8190000057220459,1e-05
0.5003046989440918,1.0,0.956443727016449,0.819100022315979,1e-05
0.5002890825271606,1.0,0.9562890529632568,0.8192999958992004,1e-05
0.5002953410148621,1.0,0.9572374820709229,0.819100022315979,1e-05
0.5002672076225281,1.0,0.9590843915939331,0.8192999958992004,1e-05
0.500264048576355,1.0,0.9605281352996826,0.8184000253677368,1e-05
0.5002546906471252,1.0,0.9612030982971191,0.8187999725341797,1e-05
0.5002672076225281,1.0,0.9615530967712402,0.8180000185966492,1e-05
0.5002421736717224,1.0,0.9612249732017517,0.817799985408783,1e-05
0.5002421736717224,1.0,0.961650013923645,0.8173999786376953,1e-05
0.5002453327178955,1.0,0.9628140330314636,0.8170999884605408,1e-05
0.500235915184021,1.0,0.9642000198364258,0.8167999982833862,1e-05
0.5002413988113403,1.0,0.9651671648025513,0.8163999915122986,1e-05
0.5002453327178955,1.0,0.9660890698432922,0.8162999749183655,1e-05
0.5002577900886536,1.0,0.9670906066894531,0.8162999749183655,1e-05
0.5002672076225281,1.0,0.9673218727111816,0.816100001335144,1e-05
0.5002828240394592,1.0,0.9677609205245972,0.8162000179290771,1e-05
0.500292181968689,1.0,0.9675250053405762,0.8158000111579895,1e-05
0.5002953410148621,1.0,0.9670015573501587,0.816100001335144,1e-05
0.500320315361023,1.0,0.9662593603134155,0.8166999816894531,1e-05
0.5003359317779541,1.0,0.9668750166893005,0.8159999847412109,1e-05
0.5003265738487244,1.0,0.9684265851974487,0.8158000111579895,1e-05
0.500335156917572,1.0,0.9700718522071838,0.8148000240325928,1e-05
0.5003234148025513,1.0,0.9722093939781189,0.8137000203132629,1e-05
0.5003234148025513,1.0,0.9740968942642212,0.8120999932289124,1e-05
0.5003109574317932,1.0,0.9754250049591064,0.8115000128746033,1e-05
0.5003015398979187,1.0,0.9756625294685364,0.8120999932289124,1e-05
0.5002820491790771,1.0,0.9753093719482422,0.8120999932289124,1e-05
0.5002609491348267,1.0,0.9747843742370605,0.8115000128746033,1e-05
0.5002734661102295,1.0,0.9744468927383423,0.8111000061035156,1e-05
0.5002476572990417,1.0,0.9745749831199646,0.8111000061035156,1e-05
0.5002539157867432,1.0,0.9745468497276306,0.8109999895095825,1e-05
0.5002202987670898,1.0,0.9751874804496765,0.8112999796867371,1e-05
0.5002195239067078,1.0,0.975614070892334,0.8116999864578247,1e-05
0.5002078413963318,1.0,0.9762593507766724,0.8116000294685364,1e-05
0.5001945495605469,1.0,0.9769250154495239,0.8112999796867371,1e-05
0.500195324420929,1.0,0.9780452847480774,0.810699999332428,1e-05
0.5001828074455261,1.0,0.9783093929290771,0.8105000257492065,1e-05
0.5001726746559143,1.0,0.9794484376907349,0.8098999857902527,1e-05
0.5001890659332275,1.0,0.9799343943595886,0.8101999759674072,1e-05
0.5001851320266724,1.0,0.9811593890190125,0.808899998664856,1e-05
0.500182032585144,1.0,0.9818828105926514,0.8083000183105469,1e-05
0.5001797080039978,1.0,0.9825718998908997,0.8080999851226807,1e-05
0.5002171993255615,1.0,0.9837406277656555,0.8079000115394592,1e-05
0.5002078413963318,1.0,0.9844297170639038,0.8080999851226807,1e-05
0.5002202987670898,1.0,0.9851531386375427,0.8075000047683716,1e-05
0.5002265572547913,1.0,0.9866562485694885,0.8079000115394592,1e-05
0.5002453327178955,1.0,0.9889078140258789,0.8083000183105469,1e-05
0.5002859234809875,1.0,0.9913343787193298,0.8076000213623047,1e-05
0.5003328323364258,1.0,0.99458909034729,0.8057000041007996,1e-05
0.5003640651702881,1.0,0.9956499934196472,0.8044000267982483,1e-05
0.5004132986068726,1.0,0.991267204284668,0.8048999905586243,1e-05
0.5004390478134155,1.0,0.9868578314781189,0.8069000244140625,1e-05
